,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,latitude,longitude,Zona,fl_intermodalidade,fl_lte_5_km_estacao,fl_lte_5_km_pontos_turisticos,entire_home_apt_private_room_roteiro_turistico,acomodacao_alta_experiencia
3950,Entire home/apt,6,3,2,4,2000.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
3951,Entire home/apt,4,2,2,2,700.0,10,4.9,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
3952,Entire home/apt,9,5,5,7,2000.0,1,4.812309491059147,-22.9818187,-43.4578117,Zona Oeste,0,0,0,0,1
3953,Entire home/apt,5,2,2,3,164.0,61,4.97,-22.8977491,-43.1929041,Centro,1,1,1,1,1
3954,Private room,1,2,2,1,500.0,5,4.6,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
3955,Entire home/apt,4,1,1,3,300.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
3956,Entire home/apt,4,1,1,2,1021.0,219,4.91,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
3957,Entire home/apt,3,1,1,3,609.0,90,4.86,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
3958,Private room,2,2,1,2,1348.0,1,4.812309491059147,-22.928988,-43.3534191,Zona Oeste,0,0,0,0,1
3959,Private room,3,2,1,1,268.0,10,4.8,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
3960,Private room,2,1,1,1,243.0,43,4.91,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
3961,Entire home/apt,1,2,2,3,750.0,1,5.0,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
3962,Entire home/apt,2,2,1,1,539.0,12,4.83,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
3963,Entire home/apt,6,2,3,5,971.0,14,4.71,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
3964,Entire home/apt,3,1,1,3,600.0,100,4.62,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
3965,Private room,2,1,1,1,206.0,77,4.86,-22.9636362,-43.2233457,Zona Sul,1,1,1,1,1
3966,Private room,2,1,1,2,150.0,29,4.97,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
3967,Entire home/apt,4,1,2,2,856.0,71,4.92,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
3968,Entire home/apt,7,3,3,6,2272.0,46,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
3969,Private room,2,1,1,2,33.0,1,5.0,-22.8897728,-43.2743347,Zona Norte,1,1,0,0,1
3970,Entire home/apt,4,1,1,3,351.0,42,4.4,-22.9269199,-43.1802186,Zona Sul,1,1,1,1,1
3971,Entire home/apt,9,1,3,9,450.0,49,4.92,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
3972,Entire home/apt,2,1,1,1,1483.0,1,4.812309491059147,-22.9026591,-43.2967757,Zona Norte,0,0,0,0,1
3973,Private room,1,1,1,1,179.0,17,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
3974,Entire home/apt,4,1,1,2,700.0,3,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
3975,Entire home/apt,8,2,3,4,1754.0,168,4.85,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
3976,Entire home/apt,8,3,2,3,1900.0,9,4.44,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
3977,Entire home/apt,4,2,2,2,614.0,33,4.91,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
3978,Private room,3,3,1,1,311.0,84,4.82,-22.9546413,-43.2004797,Zona Sul,1,1,1,1,1
3979,Entire home/apt,4,2,2,2,800.0,1,4.812309491059147,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
3980,Entire home/apt,4,2,2,2,800.0,1,4.812309491059147,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
3981,Entire home/apt,4,2,2,3,400.0,1,5.0,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
3982,Private room,2,1,1,2,253.0,27,4.85,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
3983,Entire home/apt,4,1,1,2,600.0,1,5.0,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
3984,Private room,2,1,1,1,1357.0,64,4.53,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
3985,Entire home/apt,2,1,1,2,229.0,17,4.71,-22.9711394,-43.4311836,Zona Oeste,0,0,0,0,1
3986,Entire home/apt,1,2,2,3,2360.0,1,4.812309491059147,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
3987,Entire home/apt,6,1,2,3,1571.0,80,4.93,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
3988,Private room,2,1,1,1,450.0,1,4.812309491059147,-22.9247351,-43.2327165,Zona Norte,1,1,1,1,1
3989,Entire home/apt,4,2,2,3,2000.0,1,4.812309491059147,-22.9624658,-43.2024884,Zona Sul,1,1,1,1,1
3990,Entire home/apt,8,2,2,5,1029.0,9,4.44,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
3991,Entire home/apt,8,1,2,5,450.0,172,4.43,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
3992,Entire home/apt,4,2,2,3,358.0,60,4.9,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
3993,Entire home/apt,5,2,2,2,600.0,1,4.812309491059147,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
3994,Entire home/apt,2,2,1,1,750.0,1,4.812309491059147,-22.9215542,-43.1860269,Centro,1,1,1,1,1
3995,Private room,2,1,1,1,105.0,16,4.88,-22.8992621,-43.3527794,Zona Oeste,0,0,0,0,1
3996,Entire home/apt,5,1,1,4,500.0,2,3.5,-22.971974,-43.1842997,Zona Sul,1,1,1,1,0
3997,Entire home/apt,4,1,1,3,300.0,3,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
3998,Private room,2,2,1,1,1250.0,1,4.812309491059147,-22.9339841,-43.1745744,Zona Sul,1,1,1,1,1
3999,Entire home/apt,4,2,1,1,943.0,139,4.86,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4000,Private room,2,4,3,1,1000.0,1,4.812309491059147,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
4001,Entire home/apt,2,1,1,1,500.0,31,4.9,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4002,Entire home/apt,4,1,1,4,457.0,141,4.59,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4003,Private room,2,1,1,1,220.0,34,4.85,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4004,Entire home/apt,3,2,2,3,1750.0,1,4.812309491059147,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
4005,Private room,2,1,1,1,529.0,9,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4006,Private room,2,1,1,1,600.0,12,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4007,Private room,2,1,1,1,500.0,8,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4008,Private room,3,1,1,1,380.0,283,4.58,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4009,Private room,3,1,1,1,341.0,248,4.54,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4010,Entire home/apt,4,1,1,3,886.0,30,4.63,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4011,Entire home/apt,3,2,1,1,1464.0,1,4.812309491059147,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4012,Entire home/apt,4,1,1,2,405.0,18,4.94,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4013,Entire home/apt,4,1,1,2,305.0,116,4.66,-22.2800004,-42.5325303,Centro,0,0,0,0,1
4014,Entire home/apt,5,1,1,1,276.0,46,4.85,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4015,Shared room,6,1,1,6,150.0,10,4.9,-22.9215542,-43.1860269,Centro,1,1,1,0,0
4016,Entire home/apt,2,1,1,1,679.0,130,4.72,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
4017,Entire home/apt,9,6,4,6,1800.0,79,4.97,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
4018,Entire home/apt,5,1,2,2,365.0,1,5.0,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
4019,Entire home/apt,4,1,1,2,474.0,171,4.48,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4020,Entire home/apt,4,1,1,1,857.0,6,4.0,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
4021,Entire home/apt,4,1,0,3,757.0,249,4.89,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4022,Entire home/apt,2,2,1,1,1920.0,26,4.69,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
4023,Entire home/apt,4,1,2,1,390.0,7,4.71,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
4024,Entire home/apt,5,3,2,3,250.0,10,5.0,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4025,Entire home/apt,6,3,3,3,1700.0,6,4.33,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
4026,Entire home/apt,4,2,2,3,850.0,23,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4027,Entire home/apt,3,1,1,2,735.0,4,4.5,-22.8790904,-43.2955477,Zona Norte,0,0,0,0,1
4028,Entire home/apt,2,2,2,3,2000.0,1,4.812309491059147,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
4029,Private room,3,1,1,2,779.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4030,Private room,2,1,1,1,240.0,15,4.53,-22.9279449,-43.2088566,Centro,1,1,1,1,1
4031,Entire home/apt,12,2,4,7,712.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4032,Shared room,6,1,1,6,157.0,7,5.0,-22.9215542,-43.1860269,Centro,1,1,1,0,0
4033,Private room,2,2,1,1,207.0,29,4.97,-22.9870911,-43.3049379,Zona Oeste,0,1,0,0,1
4034,Entire home/apt,6,2,2,3,680.0,5,4.4,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4035,Entire home/apt,10,4,3,8,1890.0,22,4.91,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
4036,Private room,2,1,1,1,800.0,3,5.0,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
4037,Entire home/apt,7,3,3,4,230.0,48,4.79,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4038,Entire home/apt,4,2,2,3,920.0,24,5.0,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
4039,Entire home/apt,7,2,2,5,1249.0,259,4.75,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4040,Private room,3,1,1,1,459.0,90,4.88,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4041,Entire home/apt,4,1,1,2,660.0,155,4.89,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4042,Entire home/apt,6,2,2,5,1100.0,260,4.92,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4043,Entire home/apt,4,1,3,4,1291.0,11,5.0,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4044,Private room,1,1,1,1,843.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
4045,Private room,2,1,1,1,465.0,16,4.88,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
4046,Entire home/apt,4,1,1,4,500.0,148,4.96,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
4047,Entire home/apt,5,2,2,3,643.0,25,5.0,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
4048,Private room,2,4,2,2,164.0,38,4.95,-22.9818187,-43.4578117,Zona Oeste,0,0,0,0,1
4049,Entire home/apt,2,1,1,2,714.0,222,4.73,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4050,Private room,2,1,1,2,550.0,94,4.94,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
4051,Private room,3,1,1,1,536.0,47,4.89,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4052,Entire home/apt,6,2,3,4,1686.0,1,4.812309491059147,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
4053,Entire home/apt,5,2,2,4,1307.0,112,4.96,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4054,Entire home/apt,4,1,1,3,1714.0,33,4.88,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4055,Entire home/apt,5,2,3,2,829.0,1,4.812309491059147,-22.9339841,-43.1745744,Zona Sul,1,1,1,1,1
4056,Private room,2,1,1,1,89.0,10,4.9,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
4057,Entire home/apt,12,6,3,4,1500.0,1,4.812309491059147,-23.0360036,-43.5521395,Zona Oeste,0,0,0,0,1
4058,Entire home/apt,2,1,2,2,1000.0,9,4.78,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4059,Entire home/apt,2,2,1,1,600.0,43,4.98,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4060,Entire home/apt,4,2,2,2,1000.0,1,4.812309491059147,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
4061,Private room,1,1,1,1,310.0,1,4.812309491059147,-22.9408899,-43.3422564,Zona Oeste,0,0,0,0,1
4062,Private room,2,1,1,1,719.0,1,4.812309491059147,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4063,Entire home/apt,2,1,1,1,137.0,34,4.65,-22.9952094,-43.2408556,Zona Sul,0,0,1,1,1
4064,Entire home/apt,12,4,4,6,1571.0,54,4.91,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4065,Entire home/apt,6,2,2,2,1500.0,34,4.74,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
4066,Entire home/apt,4,1,1,1,320.0,1,5.0,-22.9952094,-43.2408556,Zona Sul,0,0,1,1,1
4067,Entire home/apt,4,3,2,3,990.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
4068,Entire home/apt,1,1,1,2,300.0,8,4.63,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4069,Entire home/apt,1,1,1,1,295.0,2,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4070,Entire home/apt,4,2,2,3,400.0,3,5.0,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
4071,Entire home/apt,3,1,1,1,800.0,53,4.68,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4072,Entire home/apt,2,1,0,2,1027.0,164,4.99,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
4073,Entire home/apt,4,1,1,2,800.0,39,4.87,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4074,Entire home/apt,2,1,0,2,290.0,192,4.81,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4075,Entire home/apt,2,1,1,1,414.0,57,4.89,-22.9269199,-43.1802186,Zona Sul,1,1,1,1,1
4076,Private room,3,1,1,1,62.0,26,4.92,-22.2800004,-42.5325303,Centro,0,0,0,0,1
4077,Entire home/apt,5,1,1,2,1100.0,245,4.89,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4078,Entire home/apt,3,1,1,2,347.0,14,5.0,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
4079,Entire home/apt,2,1,1,1,680.0,86,4.57,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4080,Entire home/apt,4,1,2,5,230.0,177,4.79,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4081,Private room,1,1,1,1,80.0,1,5.0,-22.899318,-43.2219346,Centro,1,1,1,1,1
4082,Entire home/apt,3,1,1,2,542.0,164,4.63,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4083,Private room,3,1,1,2,980.0,38,4.97,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4084,Private room,3,1,1,1,800.0,35,4.94,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4085,Private room,2,2,1,1,140.0,41,4.95,-22.9218864,-43.384646,Zona Oeste,0,0,0,0,1
4086,Private room,2,1,1,1,250.0,28,5.0,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
4087,Private room,2,1,1,1,243.0,24,4.75,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
4088,Private room,1,1,1,1,300.0,107,4.97,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4089,Private room,2,4,1,1,195.0,1,4.812309491059147,-22.9546413,-43.2004797,Zona Sul,1,1,1,1,1
4090,Entire home/apt,4,1,2,2,1195.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
4091,Entire home/apt,4,1,1,0,735.0,1,5.0,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
4092,Entire home/apt,4,1,1,4,249.0,8,4.38,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4093,Entire home/apt,3,1,1,2,475.0,157,4.82,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4094,Entire home/apt,4,1,1,0,886.0,2,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4095,Entire home/apt,4,3,2,4,703.0,39,4.97,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4096,Entire home/apt,4,2,2,4,286.0,1,4.812309491059147,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
4097,Entire home/apt,4,1,0,2,986.0,191,4.72,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4098,Entire home/apt,4,2,3,3,1900.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4099,Entire home/apt,4,1,1,2,1000.0,23,4.87,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4100,Entire home/apt,6,1,2,5,985.0,107,4.91,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4101,Entire home/apt,5,2,3,8,1400.0,6,4.83,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4102,Entire home/apt,4,1,0,2,1071.0,66,4.73,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4103,Entire home/apt,2,1,0,1,707.0,87,4.74,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4104,Entire home/apt,4,1,1,3,1900.0,330,4.89,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4105,Entire home/apt,4,2,2,2,699.0,6,4.83,-22.9711394,-43.4311836,Zona Oeste,0,0,0,0,1
4106,Entire home/apt,3,1,1,2,900.0,2,5.0,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
4107,Entire home/apt,4,1,1,1,228.0,11,4.73,-22.2800004,-42.5325303,Centro,0,0,0,0,1
4108,Entire home/apt,3,1,1,3,750.0,62,4.84,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4109,Private room,1,2,1,1,400.0,5,5.0,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
4110,Entire home/apt,4,1,1,1,750.0,20,4.65,-22.9624658,-43.2024884,Zona Sul,1,1,1,1,1
4111,Entire home/apt,5,1,1,3,950.0,39,4.74,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4112,Entire home/apt,5,1,1,2,807.0,34,4.97,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
4113,Private room,2,2,1,1,206.0,42,4.98,-22.9870911,-43.3049379,Zona Oeste,0,1,0,0,1
4114,Entire home/apt,4,1,1,4,457.0,12,4.42,-22.2800004,-42.5325303,Centro,0,0,0,0,1
4115,Entire home/apt,6,2,3,3,699.0,1,4.812309491059147,-22.9269199,-43.1802186,Zona Sul,1,1,1,1,1
4116,Entire home/apt,3,1,1,1,617.0,120,4.84,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4117,Entire home/apt,9,1,3,3,1101.0,57,4.91,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4118,Entire home/apt,3,1,1,2,1088.0,79,4.71,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
4119,Entire home/apt,6,1,2,2,380.0,14,4.43,-22.9183225,-43.1739232,Zona Sul,1,1,1,1,1
4120,Entire home/apt,4,1,1,4,400.0,1,5.0,-22.9339841,-43.1745744,Zona Sul,1,1,1,1,1
4121,Private room,2,1,1,1,360.0,19,4.95,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4122,Private room,2,1,1,1,320.0,16,4.94,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4123,Entire home/apt,5,2,2,4,647.0,40,4.63,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
4124,Entire home/apt,2,2,1,2,444.0,48,4.94,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4125,Entire home/apt,4,1,0,2,471.0,107,4.63,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4126,Private room,2,1,1,2,468.0,1,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
4127,Entire home/apt,4,2,2,3,621.0,70,5.0,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
4128,Entire home/apt,6,2,2,3,1557.0,22,4.73,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4129,Private room,1,1,1,1,499.0,282,4.8,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4130,Entire home/apt,4,1,1,2,1000.0,3,4.67,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4131,Private room,1,1,1,1,300.0,1,4.812309491059147,-22.2800004,-42.5325303,Centro,0,0,0,0,1
4132,Entire home/apt,2,1,2,1,479.0,13,4.92,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
4133,Entire home/apt,4,1,2,3,216.0,64,4.66,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4134,Entire home/apt,4,1,2,3,579.0,1,4.812309491059147,-22.9215542,-43.1860269,Centro,1,1,1,1,1
4135,Private room,2,1,1,2,320.0,2,4.5,-22.8128362,-43.2007792,Zona Norte,0,0,0,0,1
4136,Entire home/apt,2,1,1,1,800.0,68,4.79,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4137,Entire home/apt,2,2,1,1,240.0,8,4.88,-22.894563,-43.28506,Zona Norte,1,1,0,0,1
4138,Private room,1,1,1,1,136.0,53,4.28,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4139,Entire home/apt,4,1,1,1,460.0,133,4.94,-22.9215542,-43.1860269,Centro,1,1,1,1,1
4140,Private room,2,1,1,2,500.0,3,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4141,Entire home/apt,4,1,1,3,943.0,134,4.88,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
4142,Entire home/apt,4,1,1,1,846.0,173,4.93,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
4143,Private room,3,1,1,2,583.0,1,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
4144,Entire home/apt,4,2,2,3,600.0,1,4.812309491059147,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
4145,Private room,2,1,1,1,581.0,2,4.5,-22.9215542,-43.1860269,Centro,1,1,1,1,1
4146,Entire home/apt,3,1,1,2,580.0,172,4.87,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4147,Entire home/apt,5,2,3,5,1410.0,101,4.74,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4148,Entire home/apt,4,1,1,2,854.0,156,4.97,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4149,Private room,1,1,1,1,95.0,52,4.35,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4150,Private room,1,2,1,1,140.0,13,4.15,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4151,Entire home/apt,4,2,2,3,400.0,114,4.95,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4152,Entire home/apt,4,1,1,3,1074.0,37,4.81,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4153,Entire home/apt,3,1,1,3,1000.0,176,4.97,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4154,Entire home/apt,6,1,3,3,570.0,1,4.812309491059147,-22.9247351,-43.2327165,Zona Norte,1,1,1,1,1
4155,Entire home/apt,5,1,1,2,615.0,12,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4156,Entire home/apt,8,2,3,8,1249.0,20,4.7,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
4157,Entire home/apt,4,1,1,2,1079.0,14,4.64,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4158,Entire home/apt,4,2,1,1,670.0,16,4.69,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
4159,Entire home/apt,4,1,0,1,1071.0,143,4.73,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
4160,Entire home/apt,6,2,2,4,1500.0,192,4.9,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4161,Private room,2,1,1,1,200.0,13,4.62,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
4162,Entire home/apt,4,2,2,2,1280.0,4,5.0,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
4163,Entire home/apt,2,1,1,2,314.0,70,4.56,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4164,Entire home/apt,3,1,0,2,942.0,30,4.83,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
4165,Entire home/apt,7,4,3,3,2259.0,97,4.73,-22.9339841,-43.1745744,Zona Sul,1,1,1,1,1
4166,Entire home/apt,5,2,2,2,600.0,1,4.812309491059147,-22.9218864,-43.384646,Zona Oeste,0,0,0,0,1
4167,Entire home/apt,4,2,2,3,386.0,75,4.83,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
4168,Entire home/apt,4,1,0,1,557.0,67,4.58,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4169,Entire home/apt,2,1,1,2,404.0,99,4.85,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4170,Entire home/apt,4,2,1,3,914.0,75,4.95,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4171,Entire home/apt,4,1,1,2,400.0,2,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4172,Entire home/apt,3,1,0,2,829.0,257,4.95,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4173,Entire home/apt,4,1,2,3,1156.0,127,4.76,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4174,Entire home/apt,2,2,2,2,900.0,58,4.79,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
4175,Private room,1,1,1,2,320.0,2,5.0,-23.0077797,-43.2872344,Zona Oeste,0,1,0,0,1
4176,Entire home/apt,4,2,2,3,1500.0,1,4.0,-22.9913592,-43.2675329,Zona Sul,0,1,1,1,1
4177,Entire home/apt,7,2,3,4,600.0,5,4.4,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
4178,Private room,3,1,1,3,837.0,2,5.0,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
4179,Entire home/apt,6,1,3,4,771.0,97,4.72,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
4180,Entire home/apt,3,1,1,1,536.0,24,4.88,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
4181,Entire home/apt,4,1,2,2,1857.0,42,4.95,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
