,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating,latitude,longitude,Zona,fl_intermodalidade,fl_lte_5_km_estacao,fl_lte_5_km_pontos_turisticos,entire_home_apt_private_room_roteiro_turistico,acomodacao_alta_experiencia
240,Entire home/apt,10,4,5,6,4750.0,119,4.76,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
241,Private room,1,3,1,1,260.0,3,4.67,-22.9339841,-43.1745744,Zona Sul,1,1,1,1,1
242,Entire home/apt,4,1,0,2,759.0,75,4.84,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
243,Entire home/apt,4,1,1,1,634.0,54,4.7,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
244,Private room,2,2,1,2,650.0,60,4.31,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
245,Entire home/apt,4,1,1,1,1800.0,63,4.73,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
246,Entire home/apt,3,1,2,2,914.0,7,4.33,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
247,Entire home/apt,12,8,6,14,10000.0,1,4.812309491059147,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
248,Entire home/apt,8,2,3,4,2023.0,32,4.59,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
249,Entire home/apt,6,2,3,4,2429.0,53,4.81,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
250,Private room,5,0,1,2,375.0,98,4.67,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
251,Entire home/apt,7,1,1,5,1350.0,37,4.4,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
252,Private room,2,2,1,2,600.0,11,4.82,-22.9814243,-43.2383245,Zona Sul,0,0,1,1,1
253,Private room,2,2,1,2,800.0,19,4.63,-22.9814243,-43.2383245,Zona Sul,0,0,1,1,1
254,Entire home/apt,10,4,4,7,3239.0,96,4.79,-23.0077797,-43.2872344,Zona Oeste,0,1,0,0,1
255,Private room,2,2,2,1,450.0,40,4.63,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
256,Private room,1,2,1,1,450.0,114,4.33,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
257,Private room,10,1,1,4,129.0,10,4.0,-22.8326425,-43.2842228,Zona Norte,0,0,0,0,1
258,Entire home/apt,2,2,1,1,472.0,8,4.38,-22.954074,-43.1679727,Zona Sul,1,1,1,1,1
259,Entire home/apt,4,1,1,1,551.0,49,4.8,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
260,Private room,2,1,1,2,270.0,29,4.93,-22.9215542,-43.1860269,Centro,1,1,1,1,1
261,Private room,2,1,1,1,449.0,316,4.85,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
262,Entire home/apt,6,2,2,6,2275.0,41,4.8,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
263,Private room,2,1,1,1,514.0,166,4.86,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
264,Entire home/apt,4,2,2,6,1300.0,125,4.78,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
265,Entire home/apt,2,1,1,4,399.0,145,4.92,-22.9215542,-43.1860269,Centro,1,1,1,1,1
266,Private room,3,2,4,10,450.0,11,4.73,-22.9215542,-43.1860269,Centro,1,1,1,1,1
267,Private room,2,1,1,1,284.0,24,4.92,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
268,Entire home/apt,7,3,3,5,1000.0,142,4.54,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
269,Entire home/apt,3,2,2,2,700.0,39,4.97,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
270,Entire home/apt,2,1,1,1,607.0,61,4.89,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
271,Entire home/apt,2,1,0,2,450.0,21,4.57,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
272,Private room,4,2,4,9,450.0,1,4.812309491059147,-22.9215542,-43.1860269,Centro,1,1,1,1,1
273,Private room,3,2,4,9,450.0,11,4.27,-22.9215542,-43.1860269,Centro,1,1,1,1,1
274,Entire home/apt,1,1,1,1,187.0,76,4.87,-22.9215542,-43.1860269,Centro,1,1,1,1,1
275,Entire home/apt,2,1,1,1,571.0,13,4.73,-22.9215542,-43.1860269,Centro,1,1,1,1,1
276,Entire home/apt,5,2,2,2,1315.0,148,4.91,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
277,Entire home/apt,6,2,2,3,1356.0,105,4.78,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
278,Entire home/apt,5,2,2,2,671.0,489,4.87,-22.954074,-43.1679727,Zona Sul,1,1,1,1,1
279,Entire home/apt,4,1,1,2,464.0,306,4.46,-22.9215542,-43.1860269,Centro,1,1,1,1,1
280,Entire home/apt,4,2,2,6,1500.0,62,4.9,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
281,Entire home/apt,4,2,1,2,850.0,47,4.96,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
282,Entire home/apt,4,2,2,2,870.0,5,5.0,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
283,Private room,1,2,1,1,650.0,102,4.79,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
284,Entire home/apt,6,2,3,7,650.0,51,4.75,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
285,Private room,2,1,1,1,600.0,19,4.84,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
286,Private room,2,2,1,2,164.0,71,4.84,-22.9112162,-43.2131983,Zona Norte,1,1,1,1,1
287,Entire home/apt,2,1,1,1,1200.0,109,4.73,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
288,Entire home/apt,2,1,1,2,771.0,39,4.97,-22.9215542,-43.1860269,Centro,1,1,1,1,1
289,Private room,2,2,2,2,180.0,1,5.0,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
290,Private room,1,2,1,1,193.0,14,4.86,-22.9215542,-43.1860269,Centro,1,1,1,1,1
291,Entire home/apt,10,2,3,8,596.0,61,4.79,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
292,Entire home/apt,5,2,2,2,919.0,33,4.97,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
293,Private room,2,1,1,1,383.0,15,5.0,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
294,Private room,2,1,2,1,364.0,12,4.58,-22.9166265,-43.20363,Centro,1,1,1,1,1
295,Entire home/apt,5,2,3,3,534.0,59,4.58,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
296,Entire home/apt,5,2,3,4,1300.0,17,4.75,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
297,Entire home/apt,2,1,1,1,1231.0,239,4.85,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
298,Entire home/apt,3,1,1,2,950.0,93,4.81,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
299,Private room,12,1,1,6,121.0,5,4.4,-22.8326425,-43.2842228,Zona Norte,0,0,0,0,1
300,Entire home/apt,3,1,0,1,400.0,50,4.7,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
301,Entire home/apt,2,1,1,1,719.0,254,4.71,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
302,Entire home/apt,6,2,2,6,1500.0,3,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
303,Entire home/apt,2,1,1,0,114.0,5,4.4,-22.9215542,-43.1860269,Centro,1,1,1,1,1
304,Entire home/apt,4,1,2,2,671.0,13,4.83,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
305,Entire home/apt,3,2,2,2,643.0,32,4.94,-22.9215542,-43.1860269,Centro,1,1,1,1,1
306,Entire home/apt,4,2,2,2,809.0,1,0.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,0
307,Private room,2,2,1,1,385.0,27,4.81,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
308,Entire home/apt,2,1,1,2,443.0,56,4.93,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
309,Entire home/apt,3,1,1,2,1000.0,24,4.88,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
310,Entire home/apt,5,4,3,3,800.0,10,4.78,-22.9546413,-43.2004797,Zona Sul,1,1,1,1,1
311,Private room,2,2,1,1,736.0,8,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
312,Entire home/apt,7,3,3,4,1700.0,47,4.53,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
313,Private room,3,2,1,2,345.0,150,4.72,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
314,Private room,3,2,1,1,375.0,120,4.77,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
315,Entire home/apt,3,1,2,2,816.0,32,4.58,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
316,Entire home/apt,4,2,2,2,703.0,7,5.0,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
317,Entire home/apt,4,1,1,3,645.0,604,4.82,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
318,Entire home/apt,3,1,1,2,1000.0,12,4.67,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
319,Entire home/apt,6,1,3,3,1032.0,29,4.86,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
320,Entire home/apt,4,1,1,2,413.0,30,4.77,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
321,Private room,2,1,1,1,500.0,41,4.98,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
322,Private room,2,0,1,1,227.0,5,5.0,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
323,Entire home/apt,6,3,3,4,666.0,196,4.75,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
324,Private room,3,2,1,1,304.0,218,4.86,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
325,Entire home/apt,2,1,0,1,506.0,27,4.78,-22.9636362,-43.2233457,Zona Sul,1,1,1,1,1
326,Entire home/apt,6,2,2,4,944.0,272,4.65,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
327,Entire home/apt,2,1,1,1,643.0,197,4.61,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
328,Entire home/apt,3,1,1,1,1348.0,3,4.67,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
329,Entire home/apt,7,2,2,5,800.0,166,4.8,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
330,Private room,2,1,3,3,280.0,20,4.6,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
331,Entire home/apt,3,1,1,1,270.0,14,4.21,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
332,Entire home/apt,2,1,1,1,1129.0,179,4.67,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
333,Entire home/apt,3,1,1,2,1551.0,15,4.87,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
334,Entire home/apt,4,2,1,1,270.0,13,4.83,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
335,Private room,2,1,3,1,149.0,1,4.812309491059147,-22.9121619,-43.2311861,Zona Norte,1,1,1,1,1
336,Entire home/apt,6,2,3,3,2286.0,140,4.87,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
337,Entire home/apt,4,1,1,1,850.0,95,4.69,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
338,Private room,2,2,1,1,650.0,8,4.88,-23.0185151,-43.4634021,Zona Oeste,0,0,0,0,1
339,Entire home/apt,2,2,1,1,914.0,17,4.65,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
340,Entire home/apt,4,1,1,4,764.0,55,4.89,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
341,Entire home/apt,4,1,1,1,444.0,433,4.73,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
342,Entire home/apt,6,2,3,4,1800.0,29,4.86,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
343,Private room,4,1,1,4,1398.0,16,4.81,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
344,Entire home/apt,8,4,4,4,964.0,1,4.812309491059147,-22.8977491,-43.1929041,Centro,1,1,1,1,1
345,Entire home/apt,2,1,1,1,303.0,184,4.71,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
346,Entire home/apt,2,2,1,1,1179.0,15,5.0,-22.9814243,-43.2383245,Zona Sul,0,0,1,1,1
347,Entire home/apt,3,1,1,2,457.0,282,4.65,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
348,Entire home/apt,4,2,2,2,1000.0,6,4.83,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
349,Entire home/apt,4,2,2,3,1198.0,130,4.73,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
350,Private room,2,2,1,1,281.0,1,5.0,-22.9215542,-43.1860269,Centro,1,1,1,1,1
351,Entire home/apt,8,1,1,8,1214.0,154,4.88,-22.9215542,-43.1860269,Centro,1,1,1,1,1
352,Entire home/apt,2,1,0,1,373.0,197,4.96,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
353,Entire home/apt,3,1,1,2,818.0,365,4.74,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
354,Entire home/apt,3,1,1,2,520.0,38,4.32,-22.9215542,-43.1860269,Centro,1,1,1,1,1
355,Entire home/apt,2,1,1,2,1659.0,186,4.9,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
356,Entire home/apt,2,1,1,1,120.0,19,4.21,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
357,Entire home/apt,4,1,0,4,560.0,264,4.72,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
358,Entire home/apt,4,2,3,3,1086.0,21,4.9,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
359,Entire home/apt,10,3,3,5,1621.0,208,4.55,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
360,Entire home/apt,6,2,3,4,944.0,24,4.67,-23.0360036,-43.5521395,Zona Oeste,0,0,0,0,1
361,Entire home/apt,4,1,2,3,800.0,13,4.54,-22.9624658,-43.2024884,Zona Sul,1,1,1,1,1
362,Entire home/apt,4,2,3,4,160.0,9,4.56,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
363,Entire home/apt,3,1,1,2,537.0,86,4.63,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
364,Entire home/apt,4,2,2,2,1348.0,153,4.51,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
365,Entire home/apt,4,1,2,3,943.0,140,4.84,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
366,Entire home/apt,5,2,4,4,728.0,1,5.0,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
367,Entire home/apt,2,1,1,0,643.0,81,4.78,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
368,Entire home/apt,5,2,2,5,754.0,192,4.7,-22.9339841,-43.1745744,Zona Sul,1,1,1,1,1
369,Entire home/apt,4,1,1,2,950.0,102,4.98,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
370,Entire home/apt,5,1,2,3,1136.0,254,4.84,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
371,Entire home/apt,4,1,1,2,516.0,264,4.86,-22.2800004,-42.5325303,Centro,0,0,0,0,1
372,Entire home/apt,4,1,1,1,1100.0,11,4.64,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
373,Entire home/apt,10,2,3,5,1543.0,147,4.46,-22.9531726,-43.3715825,Zona Oeste,0,0,0,0,1
374,Private room,2,1,1,1,1329.0,191,4.92,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
375,Entire home/apt,6,1,2,3,1480.0,264,4.87,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
376,Entire home/apt,2,1,1,1,600.0,53,4.85,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
377,Entire home/apt,4,1,2,2,661.0,12,4.83,-22.9215542,-43.1860269,Centro,1,1,1,1,1
378,Entire home/apt,3,1,1,1,1106.0,30,4.93,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
379,Entire home/apt,2,1,1,1,1041.0,314,4.62,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
380,Entire home/apt,6,2,2,4,527.0,101,4.81,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
381,Entire home/apt,4,1,1,2,786.0,16,4.69,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
382,Entire home/apt,2,1,1,1,946.0,110,4.83,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
383,Entire home/apt,5,1,1,1,800.0,49,4.8,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
384,Entire home/apt,8,2,2,5,1269.0,62,4.77,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
385,Entire home/apt,3,1,1,2,1414.0,37,4.84,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
386,Entire home/apt,4,2,1,1,860.0,26,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
387,Entire home/apt,4,1,1,1,1500.0,327,4.93,-22.9952094,-43.2408556,Zona Sul,0,0,1,1,1
388,Entire home/apt,2,1,1,0,172.0,13,4.92,-22.9913592,-43.2675329,Zona Sul,0,1,1,1,1
389,Entire home/apt,4,1,1,1,786.0,135,4.92,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
390,Entire home/apt,4,1,2,1,1243.0,60,4.69,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
391,Entire home/apt,10,3,5,6,950.0,99,4.71,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
392,Entire home/apt,4,1,0,3,1101.0,351,4.74,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
393,Entire home/apt,2,1,1,1,550.0,13,4.0,-22.9183225,-43.1739232,Zona Sul,1,1,1,1,1
394,Entire home/apt,6,1,2,2,2023.0,1,4.812309491059147,-22.9121619,-43.2311861,Zona Norte,1,1,1,1,1
395,Entire home/apt,4,2,2,2,2100.0,5,5.0,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
396,Entire home/apt,4,1,2,2,673.0,24,5.0,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
397,Entire home/apt,6,2,2,2,900.0,2,5.0,-22.9339841,-43.1745744,Zona Sul,1,1,1,1,1
398,Entire home/apt,5,2,2,4,503.0,17,4.88,-22.9215542,-43.1860269,Centro,1,1,1,1,1
399,Entire home/apt,4,1,1,4,380.0,32,4.69,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
400,Entire home/apt,4,1,1,2,1347.0,11,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
401,Entire home/apt,2,1,1,1,450.0,83,4.63,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
402,Entire home/apt,8,4,4,7,2218.0,1,4.812309491059147,-22.8753053,-43.4648805,Zona Oeste,0,0,0,0,1
403,Entire home/apt,5,1,1,2,619.0,48,4.9,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
404,Entire home/apt,7,2,3,5,1591.0,13,4.69,-22.9339841,-43.1745744,Zona Sul,1,1,1,1,1
405,Entire home/apt,3,1,1,1,650.0,115,4.77,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
406,Entire home/apt,5,2,2,5,1457.0,315,4.72,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
407,Entire home/apt,4,2,1,2,964.0,157,4.96,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
408,Private room,2,1,1,1,500.0,1,4.812309491059147,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
409,Entire home/apt,4,1,1,1,680.0,113,4.72,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
410,Entire home/apt,9,2,3,3,840.0,9,4.89,-22.961704,-43.1669042,Zona Sul,1,1,1,1,1
411,Entire home/apt,6,2,3,4,1400.0,7,4.86,-22.9343173,-43.1878165,Zona Sul,1,1,1,1,1
412,Entire home/apt,4,1,1,2,1471.0,20,4.95,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
413,Entire home/apt,4,1,1,2,800.0,123,4.82,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
414,Entire home/apt,2,1,0,1,539.0,10,4.33,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
415,Entire home/apt,2,1,0,1,1541.0,65,4.51,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
416,Entire home/apt,4,2,2,2,2119.0,9,4.11,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
417,Entire home/apt,2,2,2,2,550.0,18,4.81,-22.9269199,-43.1802186,Zona Sul,1,1,1,1,1
418,Entire home/apt,4,1,1,2,816.0,315,4.66,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
419,Entire home/apt,5,2,2,3,1793.0,204,4.96,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
420,Entire home/apt,2,1,1,1,982.0,30,4.4,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
421,Entire home/apt,4,2,2,3,1129.0,35,4.89,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
422,Entire home/apt,6,3,4,4,700.0,6,4.83,-22.8753053,-43.4648805,Zona Oeste,0,0,0,0,1
423,Entire home/apt,2,1,1,1,859.0,114,4.76,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
424,Entire home/apt,2,1,1,1,590.0,321,4.76,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
425,Entire home/apt,2,1,1,1,500.0,194,4.82,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
426,Entire home/apt,2,1,0,2,405.0,3,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
427,Entire home/apt,4,2,2,2,1500.0,1,4.812309491059147,-22.9913592,-43.2675329,Zona Sul,0,1,1,1,1
428,Entire home/apt,2,1,1,1,900.0,207,4.93,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
429,Private room,4,2,1,4,379.0,8,4.63,-22.9247351,-43.2327165,Zona Norte,1,1,1,1,1
430,Entire home/apt,8,3,2,2,242.0,3,5.0,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
431,Entire home/apt,4,2,2,4,1890.0,29,4.83,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
432,Entire home/apt,2,1,1,1,310.0,32,4.8,-22.2800004,-42.5325303,Centro,0,0,0,0,1
433,Entire home/apt,2,1,1,1,492.0,4,4.75,-22.9215542,-43.1860269,Centro,1,1,1,1,1
434,Entire home/apt,3,1,1,1,1136.0,233,4.75,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
435,Entire home/apt,8,2,4,5,1599.0,116,4.89,-23.0077797,-43.2872344,Zona Oeste,0,1,0,0,1
436,Entire home/apt,3,1,1,2,864.0,31,4.69,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
437,Entire home/apt,7,3,3,5,1400.0,1,4.812309491059147,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
438,Entire home/apt,8,4,3,4,1200.0,3,4.33,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
439,Entire home/apt,4,1,2,3,921.0,73,4.75,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
440,Entire home/apt,4,2,2,2,1542.0,32,4.78,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
441,Entire home/apt,6,2,3,4,1200.0,8,5.0,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
442,Entire home/apt,4,1,1,3,339.0,75,4.49,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
443,Entire home/apt,3,1,1,1,746.0,35,4.8,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
444,Entire home/apt,4,2,2,2,1000.0,55,4.8,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
445,Private room,2,1,1,1,207.0,76,4.72,-22.9834608,-43.2249656,Zona Sul,0,1,1,1,1
446,Entire home/apt,2,1,0,1,438.0,59,4.66,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
447,Entire home/apt,7,3,3,5,1403.0,5,4.8,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
448,Entire home/apt,6,3,2,3,1011.0,6,4.33,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
449,Private room,1,1,1,1,350.0,23,4.78,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
450,Entire home/apt,12,3,4,16,2000.0,12,4.25,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
451,Entire home/apt,2,1,1,1,335.0,373,4.91,-22.2800004,-42.5325303,Centro,0,0,0,0,1
452,Entire home/apt,2,1,1,1,573.0,20,4.45,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
453,Private room,1,1,1,1,438.0,1,4.812309491059147,-22.9814243,-43.2383245,Zona Sul,0,0,1,1,1
454,Private room,3,3,1,2,590.0,36,4.75,-22.9997404,-43.3659929,Zona Oeste,0,0,0,0,1
455,Entire home/apt,4,2,1,3,500.0,48,4.89,-22.9515096,-43.1862969,Zona Sul,1,1,1,1,1
456,Entire home/apt,4,1,1,1,1200.0,24,4.75,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
457,Private room,2,3,2,2,219.0,23,4.57,-22.9215542,-43.1860269,Centro,1,1,1,1,1
458,Entire home/apt,4,1,1,1,134.0,12,4.92,-22.9279449,-43.2088566,Centro,1,1,1,1,1
459,Entire home/apt,2,1,1,1,663.0,51,4.82,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
460,Entire home/apt,4,2,2,2,1000.0,80,4.89,-22.9269199,-43.1802186,Zona Sul,1,1,1,1,1
461,Private room,3,1,1,5,406.0,56,4.64,-22.9215542,-43.1860269,Centro,1,1,1,1,1
462,Entire home/apt,5,2,3,4,1200.0,5,4.4,-22.2800004,-42.5325303,Centro,0,0,0,0,1
463,Entire home/apt,3,1,1,2,191.0,51,4.76,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
464,Entire home/apt,4,2,3,3,1086.0,15,4.93,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
465,Entire home/apt,2,1,0,1,1426.0,46,4.57,-22.9839557,-43.2022163,Zona Sul,1,1,1,1,1
466,Private room,3,2,1,1,506.0,1,5.0,-22.9519909,-43.3872901,Zona Oeste,0,0,0,0,1
467,Entire home/apt,2,1,0,1,600.0,52,4.69,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
468,Entire home/apt,3,2,1,3,650.0,201,4.83,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
469,Entire home/apt,6,1,1,3,899.0,16,4.38,-22.9121619,-43.2311861,Zona Norte,1,1,1,1,1
470,Entire home/apt,4,1,0,2,1021.0,98,4.8,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
471,Private room,1,1,1,2,250.0,1,4.812309491059147,-22.9215542,-43.1860269,Centro,1,1,1,1,1
472,Private room,1,1,1,1,189.0,175,4.81,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
473,Entire home/apt,10,2,3,7,1820.0,53,4.6,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
474,Entire home/apt,6,1,1,3,1190.0,244,4.38,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
475,Entire home/apt,6,1,3,5,895.0,2,4.5,-22.9121619,-43.2311861,Zona Norte,1,1,1,1,1
476,Private room,2,2,1,1,236.0,16,4.81,-22.9215542,-43.1860269,Centro,1,1,1,1,1
477,Entire home/apt,7,2,2,4,1086.0,110,4.86,-22.971974,-43.1842997,Zona Sul,1,1,1,1,1
